model,category,item,attributes,attribute_scores,basic_measure,log_measure,frequency
gpt-5.2,Clothing,flat,"['spread-out', 'featureless', 'unraised', 'unbent', 'bland', 'low', 'nonbulging', 'untextured', 'two-dimensional', 'stable', 'lifeless', 'expressionless', 'unvaried', 'expansive', 'shallow', 'uncurved', 'monotonous', 'straight', 'uncreased', 'unwrinkled', 'wide', 'broad', 'compressed', 'plane', 'even', 'smooth', 'dull', 'thin', 'nonprotruding', 'matte', 'level', 'flush', 'planar', 'unwarped', 'consistent', 'compact', 'uniform', 'horizontal', 'uncrumpled']","[np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(11), np.int64(1), np.int64(6), np.int64(1), np.int64(7), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]",68,10.530014045754177,8
gpt-5.2,Clothing,hoodie,"['streetwear', 'kangaroo-pocketed', 'snug', 'zip-up', 'cuffed', 'weather-resistant', 'roomy', 'unisex', 'draft-blocking', 'layered', 'athleisure', 'practical', 'comfortable', 'warm', 'logoed', 'minimalist', 'hooded', 'solid-colored', 'cotton', 'versatile', 'fitted', 'long-sleeved', 'soft', 'insulated', 'insulating', 'thick', 'wind-resistant', 'durable', 'plain', 'casual', 'adjustable', 'drawstring', 'brushed', 'printed', 'hemmed', 'slouchy', 'knit', 'cozy', 'oversized', 'embroidered', 'pocketed', 'trendy', 'pullover', 'colorblocked', 'loose-fitting', 'graphic', 'textured', 'relaxed', 'sporty', 'wrinkle-resistant', 'polyester', 'ribbed', 'breathable', 'everyday', 'lightweight', 'washable', 'patterned', 'stretchy', 'heavyweight', 'knitted', 'blended', 'midweight', 'fleece-lined']","[np.int64(2), np.int64(1), np.int64(9), np.int64(1), np.int64(2), np.int64(1), np.int64(5), np.int64(6), np.int64(1), np.int64(5), np.int64(1), np.int64(8), np.int64(15), np.int64(10), np.int64(3), np.int64(12), np.int64(2), np.int64(7), np.int64(10), np.int64(8), np.int64(14), np.int64(4), np.int64(12), np.int64(6), np.int64(6), np.int64(7), np.int64(3), np.int64(16), np.int64(7), np.int64(11), np.int64(10), np.int64(3), np.int64(1), np.int64(7), np.int64(5), np.int64(1), np.int64(3), np.int64(4), np.int64(4), np.int64(6), np.int64(8), np.int64(6), np.int64(3), np.int64(3), np.int64(3), np.int64(2), np.int64(11), np.int64(4), np.int64(8), np.int64(4), np.int64(7), np.int64(6), np.int64(15), np.int64(3), np.int64(16), np.int64(9), np.int64(12), np.int64(8), np.int64(3), np.int64(4), np.int64(2), np.int64(2), np.int64(1)]",379,95.22283895935293,30
gpt-5.2,Clothing,jean,"['flared', 'button-fly', 'flexible', 'versatile', 'modern', 'tapered', 'durable', 'frayed', 'sturdy', 'dark-wash', 'gray', 'straight-leg', 'non-stretch', 'indigo', 'faded', 'bootcut', 'high-waisted', 'heavyweight', 'stretchy', 'stonewashed', 'belt-looped', 'baggy', 'practical', 'classic', 'wrinkled', 'fitted', 'low-rise', 'selvedge', 'casual', 'loose', 'belted', 'hemmed', 'trendy', 'worn', 'light-wash', 'breathable', 'raw', 'stylish', 'fashionable', 'wide-leg', 'vintage', 'black', 'comfortable', 'utilitarian', 'cotton', 'timeless', 'reinforced', 'skinny', 'medium-wash', 'denim', 'distressed', 'seamed', 'pocketed', 'form-fitting', 'mid-rise', 'creased', 'stitched', 'relaxed', 'buttoned', 'everyday', 'structured', 'washable', 'snug', 'cuffed', 'slim', 'functional', 'ripped', 'straight', 'soft', 'white', 'thick', 'torn', 'heavy-duty', 'tough', 'riveted', 'zippered', 'coarse', 'rugged', 'workwear', 'textured', 'woven', 'hard-wearing', 'blue']","[np.int64(2), np.int64(1), np.int64(11), np.int64(8), np.int64(6), np.int64(4), np.int64(16), np.int64(2), np.int64(8), np.int64(1), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(3), np.int64(1), np.int64(2), np.int64(3), np.int64(8), np.int64(1), np.int64(1), np.int64(1), np.int64(8), np.int64(10), np.int64(2), np.int64(14), np.int64(1), np.int64(1), np.int64(11), np.int64(7), np.int64(5), np.int64(5), np.int64(6), np.int64(4), np.int64(1), np.int64(15), np.int64(1), np.int64(7), np.int64(7), np.int64(1), np.int64(5), np.int64(5), np.int64(15), np.int64(4), np.int64(10), np.int64(4), np.int64(7), np.int64(1), np.int64(1), np.int64(3), np.int64(2), np.int64(4), np.int64(8), np.int64(3), np.int64(2), np.int64(2), np.int64(4), np.int64(4), np.int64(5), np.int64(3), np.int64(6), np.int64(9), np.int64(9), np.int64(2), np.int64(1), np.int64(5), np.int64(1), np.int64(3), np.int64(12), np.int64(5), np.int64(7), np.int64(2), np.int64(3), np.int64(2), np.int64(1), np.int64(6), np.int64(1), np.int64(5), np.int64(2), np.int64(11), np.int64(5), np.int64(2), np.int64(1)]",385,98.78856798986138,30
gpt-5.2,Clothing,pocket square,"['premium', 'monochrome', 'layered', 'understated', 'lustrous', 'bright', 'interchangeable', 'elegant', 'versatile', 'modern', 'subtle', 'luxurious', 'pastel', 'bordered', 'durable', 'formal', 'mismatched', 'linen', 'satin', 'vibrant', 'monogrammed', 'crisp', 'sophisticated', 'polished', 'protruding', 'colorful', 'bold', 'solid', 'small', 'classic', 'contrasting', 'synthetic', 'finished', 'hemmed', 'thin', 'dapper', 'sartorial', 'tailored', 'reversible', 'traditional', 'multicolored', 'lightweight', 'stylish', 'coordinated', 'fashionable', 'folded', 'silky', 'vintage', 'removable', 'refined', 'minimalist', 'dressy', 'cotton', 'timeless', 'ornamental', 'square', 'wool', 'smooth', 'tasteful', 'matte', 'puffed', 'starched', 'embroidered', 'delicate', 'textile', 'creased', 'stitched', 'accenting', 'pleated', 'floral', 'hand-rolled', 'structured', 'patterned', 'seasonal', 'eye-catching', 'visible', 'foldable', 'semi-formal', 'pliable', 'soft', 'fabric', 'peaked', 'printed', 'subdued', 'pressed', 'paisley', 'geometric', 'satiny', 'giftable', 'decorative', 'textured', 'complementary', 'tucked', 'muted', 'striped']","[np.int64(1), np.int64(3), np.int64(5), np.int64(3), np.int64(2), np.int64(8), np.int64(1), np.int64(4), np.int64(8), np.int64(6), np.int64(1), np.int64(1), np.int64(3), np.int64(2), np.int64(16), np.int64(7), np.int64(2), np.int64(4), np.int64(2), np.int64(3), np.int64(1), np.int64(3), np.int64(2), np.int64(4), np.int64(1), np.int64(9), np.int64(2), np.int64(2), np.int64(1), np.int64(10), np.int64(1), np.int64(9), np.int64(1), np.int64(5), np.int64(6), np.int64(1), np.int64(1), np.int64(3), np.int64(2), np.int64(4), np.int64(2), np.int64(16), np.int64(7), np.int64(1), np.int64(7), np.int64(1), np.int64(3), np.int64(5), np.int64(1), np.int64(2), np.int64(12), np.int64(5), np.int64(10), np.int64(4), np.int64(1), np.int64(1), np.int64(2), np.int64(11), np.int64(1), np.int64(7), np.int64(1), np.int64(1), np.int64(6), np.int64(3), np.int64(2), np.int64(2), np.int64(4), np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(6), np.int64(12), np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(2), np.int64(1), np.int64(12), np.int64(3), np.int64(1), np.int64(7), np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(5), np.int64(11), np.int64(1), np.int64(1), np.int64(3), np.int64(6)]",358,89.87573142863548,7
gpt-5.2,Clothing,puffer jacket,"['streetwear', 'waterproof', 'easy-care', 'water-resistant', 'snap-fastened', 'longline', 'bright', 'sleek', 'hooded', 'solid-colored', 'modern', 'cropped', 'tapered', 'shiny', 'tear-resistant', 'durable', 'resilient', 'abrasion-resistant', 'packable', 'half-zip', 'thermal', 'synthetic-filled', 'polyester', 'compressible', 'outdoor', 'ribbed-cuffed', 'dark', 'full-zip', 'unisex', 'cinched', 'practical', 'warm', 'protective', 'baffle-stitched', 'reflective', 'snap-front', 'classic', 'fitted', 'boxy', 'hip-length', 'drawcord-hemmed', 'elastic-cuffed', 'sleeveless', 'adjustable', 'casual', 'seamless', 'gendered', 'belted', 'down-filled', 'long', 'trendy', 'vertical-baffled', 'colorblocked', 'reversible', 'detachable-hooded', 'breathable', 'lightweight', 'lofty', 'stand-collar', 'fashionable', 'cold-weather', 'heat-retaining', 'quilted', 'alpine', 'hoodless', 'horizontal-baffled', 'urban', 'zip-pocketed', 'minimalist', 'ripstop', 'comfortable', 'windproof', 'glossy', 'insulated', 'wind-resistant', 'padded', 'smooth', 'matte', 'collarless', 'cozy', 'oversized', 'pocketed', 'buttoned', 'insulated-pocketed', 'neutral', 'patterned', 'nylon', 'bulky', 'lined', 'roomy', 'neutral-colored', 'slick', 'puffy', 'functional', 'long-sleeved', 'soft', 'thick', 'winter-ready', 'zippered', 'rugged', 'weatherproof', 'high-collared', 'box-baffled', 'collared', 'sporty', 'mid-length']","[np.int64(2), np.int64(6), np.int64(1), np.int64(7), np.int64(2), np.int64(3), np.int64(8), np.int64(4), np.int64(2), np.int64(7), np.int64(6), np.int64(3), np.int64(4), np.int64(2), np.int64(2), np.int64(16), np.int64(4), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(7), np.int64(1), np.int64(3), np.int64(1), np.int64(5), np.int64(1), np.int64(6), np.int64(2), np.int64(8), np.int64(10), np.int64(6), np.int64(1), np.int64(3), np.int64(1), np.int64(10), np.int64(14), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(4), np.int64(10), np.int64(11), np.int64(6), np.int64(1), np.int64(5), np.int64(1), np.int64(7), np.int64(6), np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(15), np.int64(16), np.int64(1), np.int64(1), np.int64(7), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(12), np.int64(1), np.int64(15), np.int64(3), np.int64(5), np.int64(6), np.int64(3), np.int64(6), np.int64(11), np.int64(7), np.int64(2), np.int64(4), np.int64(4), np.int64(8), np.int64(5), np.int64(1), np.int64(7), np.int64(12), np.int64(3), np.int64(4), np.int64(7), np.int64(5), np.int64(2), np.int64(2), np.int64(1), np.int64(5), np.int64(4), np.int64(12), np.int64(7), np.int64(1), np.int64(6), np.int64(5), np.int64(3), np.int64(1), np.int64(1), np.int64(2), np.int64(8), np.int64(3)]",473,119.2660747688062,3
gpt-5.2,Clothing,sandal,"['airy', 'waterproof', 'low-heeled', 'unisex', 'water-resistant', 'practical', 'comfortable', 'minimalist', 'dressy', 'flexible', 'versatile', 'slide-style', 'adjustable', 'durable', 'beach-ready', 'casual', 'synthetic', 'open-toed', 'grippy', 'buckled', 'sturdy', 'contoured', 'quick-drying', 'flat', 'thong-style', 'leather', 'open-heel', 'rubber-soled', 'informal', 'easy-wearing', 'summery', 'slip-on', 'rugged', 'backless', 'supportive', 'ergonomic', 'textured', 'decorative', 'sporty', 'portable', 'breathable', 'cushioned', 'strappy', 'simple', 'lightweight', 'washable', 'minimal', 'non-slip', 'compact', 'embellished', 'fashionable', 'open-toe']","[np.int64(1), np.int64(6), np.int64(2), np.int64(6), np.int64(7), np.int64(8), np.int64(15), np.int64(12), np.int64(5), np.int64(11), np.int64(8), np.int64(1), np.int64(10), np.int64(16), np.int64(2), np.int64(11), np.int64(9), np.int64(2), np.int64(4), np.int64(4), np.int64(8), np.int64(3), np.int64(7), np.int64(3), np.int64(1), np.int64(6), np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(5), np.int64(1), np.int64(5), np.int64(4), np.int64(11), np.int64(5), np.int64(8), np.int64(2), np.int64(15), np.int64(5), np.int64(2), np.int64(4), np.int64(16), np.int64(9), np.int64(2), np.int64(6), np.int64(3), np.int64(2), np.int64(7), np.int64(2)]",291,72.88457983969309,19
gpt-5.2,Clothing,sari,"['silky', 'iconic', 'opaque', 'cultural', 'layered', 'lustrous', 'colorful', 'bright', 'festive', 'wrapped', 'comfortable', 'beaded', 'classic', 'south asian', 'cotton', 'timeless', 'elegant', 'versatile', 'modest', 'soft', 'indian', 'feminine', 'bordered', 'formal', 'printed', 'smooth', 'long', 'bridal', 'graceful', 'embroidered', 'ceremonial', 'delicate', 'draped', 'sheer', 'vibrant', 'traditional', 'pleated', 'flowing', 'decorative', 'translucent', 'textured', 'woven', 'sequined', 'breathable', 'unstitched', 'tasseled', 'ornate', 'patterned', 'embellished', 'lightweight', 'ethnic', 'brocaded', 'stylish', 'regional']","[np.int64(3), np.int64(2), np.int64(5), np.int64(1), np.int64(5), np.int64(2), np.int64(9), np.int64(8), np.int64(1), np.int64(1), np.int64(15), np.int64(2), np.int64(10), np.int64(1), np.int64(10), np.int64(4), np.int64(4), np.int64(8), np.int64(2), np.int64(12), np.int64(1), np.int64(2), np.int64(2), np.int64(7), np.int64(7), np.int64(11), np.int64(7), np.int64(1), np.int64(1), np.int64(6), np.int64(1), np.int64(3), np.int64(2), np.int64(3), np.int64(3), np.int64(4), np.int64(3), np.int64(1), np.int64(5), np.int64(1), np.int64(11), np.int64(5), np.int64(2), np.int64(15), np.int64(1), np.int64(1), np.int64(3), np.int64(12), np.int64(2), np.int64(16), np.int64(1), np.int64(1), np.int64(7), np.int64(1)]",254,61.91760397189447,20
gpt-5.2,Clothing,shoe,"['waterproof', 'stable', 'monochrome', 'water-resistant', 'scuffed', 'bright', 'sleek', 'glued', 'orthopedic', 'canvas', 'flexible', 'mass-produced', 'wedged', 'tapered', 'shiny', 'balanced', 'durable', 'formal', 'buckled', 'resilient', 'closed-toe', 'high-top', 'sturdy', 'quick-drying', 'abrasion-resistant', 'mesh', 'arch-supporting', 'flat-soled', 'cushioned', 'suede', 'ornate', 'outdoor', 'strapped', 'tight', 'dirty', 'cleanable', 'odor-resistant', 'polished', 'footwear', 'low-cut', 'colorful', 'warm', 'protective', 'reflective', 'classic', 'heavy', 'fitted', 'insulating', 'narrow', 'plain', 'synthetic', 'adjustable', 'casual', 'loose', 'open-toed', 'seamless', 'flat', 'scuff-resistant', 'trendy', 'secure', 'slip-on', 'rubber', 'worn', 'supportive', 'wearable', 'breathable', 'closed-toed', 'lightweight', 'stylish', 'thick-soled', 'treaded', 'fashionable', 'new', 'firm', 'sized', 'velcroed', 'low-heeled', 'minimalist', 'comfortable', 'dressy', 'ankle-high', 'rounded-toe', 'reinforced', 'glossy', 'insulated', 'anti-odor', 'grippy', 'absorbent', 'lace-up', 'padded', 'smooth', 'contoured', 'matte', 'leather', 'tractional', 'knit', 'rounded-toed', 'rubber-soled', 'pointed-toe', 'stitched', 'slip-resistant', 'safety-rated', 'puncture-resistant', 'clean', 'structured', 'neutral', 'non-slip', 'washable', 'patterned', 'bulky', 'open-toe', 'snug', 'bendable', 'heeled', 'cool', 'roomy', 'stiff', 'low-profile', 'platformed', 'molded', 'streamlined', 'chunky', 'athletic', 'zipped', 'antimicrobial', 'ventilated', 'shaped', 'thin-soled', 'wide', 'knee-high', 'smooth-soled', 'fabric', 'rigid', 'supportive-arched', 'anti-static', 'elevated', 'shock-absorbing', 'pointed-toed', 'indoor', 'zippered', 'fastened', 'laced', 'high-heeled', 'rugged', 'ergonomic', 'decorative', 'textured', 'perforated', 'sporty', 'steel-toed', 'muted']","[np.int64(6), np.int64(3), np.int64(3), np.int64(7), np.int64(2), np.int64(8), np.int64(4), np.int64(1), np.int64(1), np.int64(3), np.int64(11), np.int64(1), np.int64(1), np.int64(4), np.int64(2), np.int64(1), np.int64(16), np.int64(7), np.int64(4), np.int64(4), np.int64(1), np.int64(1), np.int64(8), np.int64(7), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(5), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(2), np.int64(1), np.int64(3), np.int64(4), np.int64(2), np.int64(2), np.int64(9), np.int64(10), np.int64(6), np.int64(3), np.int64(10), np.int64(5), np.int64(14), np.int64(6), np.int64(2), np.int64(7), np.int64(9), np.int64(10), np.int64(11), np.int64(7), np.int64(2), np.int64(6), np.int64(3), np.int64(2), np.int64(6), np.int64(4), np.int64(3), np.int64(2), np.int64(4), np.int64(5), np.int64(3), np.int64(15), np.int64(1), np.int64(16), np.int64(7), np.int64(2), np.int64(2), np.int64(7), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(2), np.int64(12), np.int64(15), np.int64(5), np.int64(2), np.int64(1), np.int64(7), np.int64(5), np.int64(6), np.int64(1), np.int64(4), np.int64(5), np.int64(2), np.int64(6), np.int64(11), np.int64(3), np.int64(7), np.int64(6), np.int64(1), np.int64(3), np.int64(1), np.int64(2), np.int64(2), np.int64(4), np.int64(2), np.int64(2), np.int64(2), np.int64(4), np.int64(6), np.int64(7), np.int64(6), np.int64(9), np.int64(12), np.int64(4), np.int64(2), np.int64(9), np.int64(1), np.int64(3), np.int64(3), np.int64(5), np.int64(3), np.int64(1), np.int64(1), np.int64(2), np.int64(2), np.int64(2), np.int64(2), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(2), np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(6), np.int64(1), np.int64(1), np.int64(1), np.int64(5), np.int64(4), np.int64(5), np.int64(11), np.int64(1), np.int64(8), np.int64(2), np.int64(3)]",631,168.35767753889186,19
gpt-5.2,Clothing,skirt,"['paneled', 'flared', 'snap-fastened', 'layered', 'tweed', 'bright', 'tulle', 'slit', 'solid-colored', 'wraparound', 'modern', 'elastic-waist', 'midi', 'elegant', 'pastel', 'durable', 'formal', 'bohemian', 'asymmetrical', 'linen', 'drawstring', 'revealing', 'satin', 'abstract', 'non-stretch', 'short', 'maxi', 'knee-length', 'ribbed', 'polyester', 'high-waisted', 'suede', 'crisp', 'chic', 'ornate', 'heavyweight', 'stretchy', 'symmetrical', 'dark', 'floor-length', 'colorful', 'warm', 'solid', 'classic', 'tiered', 'heavy', 'fitted', 'ruffled', 'casual', 'loose', 'belted', 'hemmed', 'woolen', 'long', 'gathered', 'button-front', 'trendy', 'voluminous', 'colorblocked', 'tailored', 'fringed', 'sequined', 'breathable', 'lightweight', 'checkered', 'a-line', 'chiffon', 'flowy', 'drawstring-waist', 'vintage', 'beaded', 'dressy', 'minimalist', 'comfortable', 'animal-print', 'cotton', 'glossy', 'front-slit', 'wool', 'denim', 'unlined', 'smooth', 'back-slit', 'matte', 'leather', 'embroidered', 'wrap', 'pocketed', 'delicate', 'draped', 'mid-rise', 'sheer', 'pleated', 'circle', 'floral', 'wrinkle-resistant', 'flattering', 'buttoned', 'structured', 'neutral', 'patterned', 'knitted', 'mermaid', 'velvet', 'side-slit', 'metallic', 'retro', 'opaque', 'lined', 'cool', 'stiff', 'mini', 'pencil', 'modest', 'straight', 'low-waisted', 'soft', 'feminine', 'checked', 'plaid', 'corduroy', 'printed', 'micro', 'pocketless', 'ankle-length', 'geometric', 'zippered', 'silk', 'woven', 'textured', 'sporty', 'polka-dotted', 'striped', 'wrinkle-prone', 'lace']","[np.int64(1), np.int64(2), np.int64(2), np.int64(5), np.int64(1), np.int64(8), np.int64(1), np.int64(1), np.int64(7), np.int64(2), np.int64(6), np.int64(1), np.int64(1), np.int64(4), np.int64(3), np.int64(16), np.int64(7), np.int64(1), np.int64(1), np.int64(4), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(2), np.int64(5), np.int64(1), np.int64(3), np.int64(6), np.int64(7), np.int64(2), np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(8), np.int64(2), np.int64(5), np.int64(1), np.int64(9), np.int64(10), np.int64(2), np.int64(10), np.int64(1), np.int64(5), np.int64(14), np.int64(1), np.int64(11), np.int64(7), np.int64(5), np.int64(5), np.int64(3), np.int64(7), np.int64(1), np.int64(2), np.int64(6), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(2), np.int64(15), np.int64(16), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(5), np.int64(2), np.int64(5), np.int64(12), np.int64(15), np.int64(1), np.int64(10), np.int64(5), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(11), np.int64(1), np.int64(7), np.int64(6), np.int64(6), np.int64(1), np.int64(8), np.int64(3), np.int64(2), np.int64(2), np.int64(3), np.int64(3), np.int64(1), np.int64(2), np.int64(4), np.int64(2), np.int64(5), np.int64(6), np.int64(7), np.int64(12), np.int64(4), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(5), np.int64(7), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(12), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(7), np.int64(1), np.int64(3), np.int64(2), np.int64(2), np.int64(6), np.int64(1), np.int64(5), np.int64(11), np.int64(8), np.int64(3), np.int64(6), np.int64(2), np.int64(1)]",548,139.19320509367992,30
gpt-5.2,Clothing,sock,"['smelly', 'bright', 'flexible', 'durable', 'frayed', 'mismatched', 'formal', 'elastic', 'sturdy', 'gray', 'holey', 'short', 'faded', 'ribbed', 'polyester', 'cushioned', 'stretchy', 'calf-length', 'acrylic', 'tight', 'dirty', 'shrunken', 'dark', 'old', 'scratchy', 'low-cut', 'colorful', 'warm', 'wrinkled', 'heavy', 'fitted', 'insulating', 'plain', 'synthetic', 'thigh-high', 'casual', 'loose', 'right', 'seamless', 'thin', 'woolen', 'long', 'spandex', 'stretched-out', 'worn', 'breathable', 'lightweight', 'new', 'black', 'comfortable', 'dressy', 'foot-shaped', 'cotton', 'reinforced', 'grippy', 'absorbent', 'fuzzy', 'padded', 'smooth', 'crew-length', 'seamed', 'tubular', 'cozy', 'itchy', 'matching', 'clean', 'neutral', 'patterned', 'knitted', 'moisture-wicking', 'washable', 'non-slip', 'nylon', 'hypoallergenic', 'snug', 'heeled', 'dry', 'soft', 'white', 'thick', 'knee-high', 'torn', 'toed', 'ankle-length', 'mended', 'textured', 'woven', 'polka-dotted', 'left', 'linty', 'striped', 'damp']","[np.int64(1), np.int64(8), np.int64(11), np.int64(16), np.int64(2), np.int64(2), np.int64(7), np.int64(4), np.int64(8), np.int64(3), np.int64(1), np.int64(5), np.int64(3), np.int64(6), np.int64(7), np.int64(5), np.int64(8), np.int64(1), np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(5), np.int64(1), np.int64(1), np.int64(2), np.int64(9), np.int64(10), np.int64(2), np.int64(5), np.int64(14), np.int64(6), np.int64(7), np.int64(9), np.int64(1), np.int64(11), np.int64(7), np.int64(1), np.int64(6), np.int64(6), np.int64(3), np.int64(7), np.int64(1), np.int64(1), np.int64(4), np.int64(15), np.int64(16), np.int64(3), np.int64(5), np.int64(15), np.int64(5), np.int64(1), np.int64(10), np.int64(7), np.int64(4), np.int64(5), np.int64(2), np.int64(6), np.int64(11), np.int64(1), np.int64(4), np.int64(1), np.int64(4), np.int64(1), np.int64(1), np.int64(4), np.int64(7), np.int64(12), np.int64(4), np.int64(5), np.int64(9), np.int64(6), np.int64(3), np.int64(3), np.int64(9), np.int64(3), np.int64(1), np.int64(12), np.int64(5), np.int64(7), np.int64(3), np.int64(2), np.int64(1), np.int64(2), np.int64(1), np.int64(11), np.int64(5), np.int64(3), np.int64(1), np.int64(1), np.int64(6), np.int64(1)]",468,118.23346014782098,30
